"customer_id","age","gender_cleaned","city","email_cleaned","age_group"
C005744,19,Female,Lisbon,user5744@example.com,Under 20
C005745,69,Female,Coimbra,user5745@example.com,"60+"
C005746,28,Other,Coimbra,user5746@example.com,"20-29"
C005747,57,Female,Lisbon,user5747@example.com,"50-59"
C005748,41,Female,Faro,user5748@example.com,"40-49"
C005749,49,Other,Braga,user5749@example.com,"40-49"
C005750,33,Male,Braga,user5750@example.com,"30-39"
C005751,49,Female,Faro,user5751@example.com,"40-49"
C005752,45,Male,Braga,user5752@example.com,"40-49"
C005753,39,Female,Braga,user5753@example.com,"30-39"
C005754,39,Male,Braga,user5754@example.com,"30-39"
C005755,23,Female,Porto,user5755@example.com,"20-29"
C005756,28,Unknown,Lisbon,user5756@example.com,"20-29"
C005757,69,Female,Braga,user5757@example.com,"60+"
C005758,44,Other,Porto,user5758@example.com,"40-49"
C005759,26,Other,Faro,user5759@example.com,"20-29"
C005760,17,Female,Coimbra,user5760@example.com,Under 20
C005761,40,Other,Faro,user5761@example.com,"40-49"
C005762,43,Female,Lisbon,user5762@example.com,"40-49"
C005763,30,Other,Faro,user5763@example.com,"30-39"
C005764,26,Other,Braga,user5764@example.com,"20-29"
C005765,41,Female,Coimbra,user5765@example.com,"40-49"
C005766,25,Other,Porto,user5766@example.com,"20-29"
C005767,48,Male,Porto,user5767@example.com,"40-49"
C005768,44,Female,Lisbon,user5768@example.com,"40-49"
C005769,54,Female,Lisbon,user5769@example.com,"50-59"
C005770,53,Female,Porto,user5770@example.com,"50-59"
C005771,60,Other,Coimbra,user5771@example.com,"60+"
C005772,69,Male,Lisbon,user5772@example.com,"60+"
C005773,27,Male,Lisbon,user5773@example.com,"20-29"
C005774,53,Other,Lisbon,user5774@example.com,"50-59"
C005775,46,Male,Faro,user5775@example.com,"40-49"
C005776,31,Female,Lisbon,user5776@example.com,"30-39"
C005777,69,Female,Lisbon,user5777@example.com,"60+"
C005778,56,Female,Porto,user5778@example.com,"50-59"
C005779,35,Other,Faro,user5779@example.com,"30-39"
C005780,22,Male,Braga,user5780@example.com,"20-29"
C005781,57,Female,Braga,user5781@example.com,"50-59"
C005782,41,Other,Faro,user5782@example.com,"40-49"
C005783,42,Male,Braga,user5783@example.com,"40-49"
C005784,32,Other,Lisbon,user5784@example.com,"30-39"
C005785,33,Other,Porto,user5785@example.com,"30-39"
C005786,26,Other,Braga,user5786@example.com,"20-29"
C005787,20,Female,Porto,user5787@example.com,"20-29"
C005788,39,Male,Lisbon,user5788@example.com,"30-39"
C005789,57,Other,Porto,user5789@example.com,"50-59"
C005790,30,Male,Faro,user5790@example.com,"30-39"
C005791,32,Other,Porto,user5791@example.com,"30-39"
C005792,57,Other,Braga,user5792@example.com,"50-59"
C005793,46,Female,Lisbon,user5793@example.com,"40-49"
C005794,29,Male,Coimbra,user5794@example.com,"20-29"
C005795,50,Male,Lisbon,Not Provided,"50-59"
C005796,37,Other,Faro,user5796@example.com,"30-39"
C005797,36,Other,Faro,user5797@example.com,"30-39"
C005798,16,Male,Braga,user5798@example.com,Under 20
C005799,25,Other,Faro,user5799@example.com,"20-29"
C005800,27,Other,Coimbra,user5800@example.com,"20-29"
C005801,36,Other,Lisbon,user5801@example.com,"30-39"
C005802,55,Female,Porto,user5802@example.com,"50-59"
C005803,49,Female,Lisbon,user5803@example.com,"40-49"
C005804,64,Male,Lisbon,user5804@example.com,"60+"
C005805,56,Male,Faro,user5805@example.com,"50-59"
C005806,48,Other,Porto,user5806@example.com,"40-49"
C005807,56,Male,Lisbon,user5807@example.com,"50-59"
C005808,38,Other,Braga,user5808@example.com,"30-39"
C005809,19,Male,Porto,user5809@example.com,Under 20
C005810,57,Male,Braga,user5810@example.com,"50-59"
C005811,50,Female,Coimbra,user5811@example.com,"50-59"
C005812,66,Female,Porto,user5812@example.com,"60+"
C005813,28,Male,Coimbra,user5813@example.com,"20-29"
C005814,46,Male,Braga,user5814@example.com,"40-49"
C005815,33,Other,Lisbon,user5815@example.com,"30-39"
C005816,54,Other,Coimbra,user5816@example.com,"50-59"
C005817,68,Other,Coimbra,user5817@example.com,"60+"
C005818,64,Male,Lisbon,user5818@example.com,"60+"
C005819,23,Other,Braga,user5819@example.com,"20-29"
C005820,35,Male,Porto,user5820@example.com,"30-39"
C005821,47,Female,Faro,user5821@example.com,"40-49"
C005822,55,Female,Porto,user5822@example.com,"50-59"
C005823,23,Male,Porto,user5823@example.com,"20-29"
C005824,36,Other,Faro,Not Provided,"30-39"
C005825,25,Male,Faro,user5825@example.com,"20-29"
C005826,27,Female,Porto,user5826@example.com,"20-29"
C005827,25,Male,Coimbra,user5827@example.com,"20-29"
C005828,69,Other,Braga,user5828@example.com,"60+"
C005829,51,Female,Lisbon,user5829@example.com,"50-59"
C005830,45,Female,Faro,user5830@example.com,"40-49"
C005831,24,Female,Lisbon,user5831@example.com,"20-29"
C005832,49,Female,Coimbra,user5832@example.com,"40-49"
C005833,46,Female,Porto,user5833@example.com,"40-49"
C005834,20,Other,Coimbra,user5834@example.com,"20-29"
C005835,68,Other,Faro,user5835@example.com,"60+"
C005836,36,Other,Lisbon,user5836@example.com,"30-39"
C005837,42,Male,Faro,user5837@example.com,"40-49"
C005838,26,Male,Lisbon,user5838@example.com,"20-29"
C005839,44,Other,Coimbra,user5839@example.com,"40-49"
C005840,27,Other,Braga,user5840@example.com,"20-29"
C005841,67,Male,Coimbra,user5841@example.com,"60+"
C005842,17,Female,Braga,user5842@example.com,Under 20
C005843,30,Other,Coimbra,Not Provided,"30-39"
C005844,68,Male,Faro,user5844@example.com,"60+"
C005845,34,Female,Coimbra,user5845@example.com,"30-39"
C005846,57,Female,Lisbon,user5846@example.com,"50-59"
C005847,30,Male,Porto,user5847@example.com,"30-39"
C005848,64,Other,Porto,user5848@example.com,"60+"
C005849,42,Male,Braga,user5849@example.com,"40-49"
C005850,16,Female,Coimbra,user5850@example.com,Under 20
C005851,34,Male,Faro,user5851@example.com,"30-39"
C005852,31,Other,Lisbon,user5852@example.com,"30-39"
C005853,35,Female,Porto,user5853@example.com,"30-39"
C005854,62,Other,Faro,user5854@example.com,"60+"
C005855,40,Male,Porto,user5855@example.com,"40-49"
C005856,46,Other,Porto,user5856@example.com,"40-49"
C005857,33,Other,Porto,user5857@example.com,"30-39"
C005858,52,Male,Porto,user5858@example.com,"50-59"
C005859,66,Male,Porto,user5859@example.com,"60+"
C005860,24,Female,Lisbon,user5860@example.com,"20-29"
C005861,23,Male,Lisbon,user5861@example.com,"20-29"
C005862,68,Male,Braga,user5862@example.com,"60+"
C005863,62,Other,Lisbon,user5863@example.com,"60+"
C005864,65,Other,Braga,user5864@example.com,"60+"
C005865,43,Male,Faro,user5865@example.com,"40-49"
C005866,35,Female,Porto,user5866@example.com,"30-39"
C005867,56,Male,Coimbra,user5867@example.com,"50-59"
C005868,44,Male,Porto,user5868@example.com,"40-49"
C005869,51,Other,Lisbon,user5869@example.com,"50-59"
C005870,50,Female,Porto,user5870@example.com,"50-59"
C005871,32,Female,Faro,user5871@example.com,"30-39"
C005872,32,Other,Coimbra,Not Provided,"30-39"
C005873,26,Male,Porto,user5873@example.com,"20-29"
C005874,27,Male,Braga,user5874@example.com,"20-29"
C005875,58,Female,Braga,user5875@example.com,"50-59"
C005876,43,Male,Faro,user5876@example.com,"40-49"
C005877,25,Other,Porto,user5877@example.com,"20-29"
C005878,22,Female,Braga,user5878@example.com,"20-29"
C005879,53,Male,Faro,user5879@example.com,"50-59"
C005880,54,Female,Lisbon,user5880@example.com,"50-59"
C005881,59,Female,Lisbon,user5881@example.com,"50-59"
C005882,50,Male,Lisbon,user5882@example.com,"50-59"
C005883,20,Other,Lisbon,user5883@example.com,"20-29"
C005884,27,Female,Coimbra,user5884@example.com,"20-29"
C005885,51,Unknown,Faro,user5885@example.com,"50-59"
C005886,33,Female,Faro,user5886@example.com,"30-39"
C005887,44,Other,Braga,user5887@example.com,"40-49"
C005888,53,Male,Braga,user5888@example.com,"50-59"
C005889,56,Other,Porto,user5889@example.com,"50-59"
C005890,69,Female,Lisbon,user5890@example.com,"60+"
C005891,53,Other,Braga,Not Provided,"50-59"
C005892,32,Male,Faro,user5892@example.com,"30-39"
C005893,40,Other,Braga,user5893@example.com,"40-49"
C005894,68,Female,Coimbra,user5894@example.com,"60+"
C005895,55,Female,Lisbon,Not Provided,"50-59"
C005896,32,Male,Lisbon,user5896@example.com,"30-39"
C005897,32,Female,Faro,user5897@example.com,"30-39"
C005898,25,Other,Coimbra,user5898@example.com,"20-29"
C005899,56,Male,Porto,user5899@example.com,"50-59"
C005900,24,Male,Lisbon,user5900@example.com,"20-29"
C005901,67,Female,Lisbon,user5901@example.com,"60+"
C005902,20,Male,Porto,user5902@example.com,"20-29"
C005903,38,Male,Coimbra,user5903@example.com,"30-39"
C005904,38,Female,Braga,user5904@example.com,"30-39"
C005905,51,Male,Braga,Not Provided,"50-59"
C005906,54,Female,Faro,user5906@example.com,"50-59"
C005907,54,Other,Braga,user5907@example.com,"50-59"
C005908,40,Other,Porto,user5908@example.com,"40-49"
C005909,19,Other,Lisbon,user5909@example.com,Under 20
C005910,18,Female,Braga,user5910@example.com,Under 20
C005911,50,Male,Porto,user5911@example.com,"50-59"
C005912,42,Male,Braga,user5912@example.com,"40-49"
C005913,17,Other,Porto,user5913@example.com,Under 20
C005914,51,Female,Lisbon,user5914@example.com,"50-59"
C005915,69,Other,Faro,user5915@example.com,"60+"
C005916,23,Female,Lisbon,user5916@example.com,"20-29"
C005917,59,Female,Porto,user5917@example.com,"50-59"
C005918,57,Male,Porto,user5918@example.com,"50-59"
C005919,34,Other,Braga,user5919@example.com,"30-39"
C005920,45,Male,Braga,user5920@example.com,"40-49"
C005921,66,Other,Faro,user5921@example.com,"60+"
C005922,61,Male,Coimbra,user5922@example.com,"60+"
C005923,69,Other,Braga,user5923@example.com,"60+"
C005924,22,Female,Faro,user5924@example.com,"20-29"
C005925,17,Other,Lisbon,user5925@example.com,Under 20
C005926,33,Female,Braga,user5926@example.com,"30-39"
C005927,19,Male,Lisbon,user5927@example.com,Under 20
C005928,21,Male,Porto,user5928@example.com,"20-29"
C005929,61,Male,Porto,user5929@example.com,"60+"
C005930,57,Male,Coimbra,user5930@example.com,"50-59"
C005931,43,Female,Porto,user5931@example.com,"40-49"
C005932,20,Male,Coimbra,user5932@example.com,"20-29"
C005933,36,Other,Faro,user5933@example.com,"30-39"
C005934,31,Female,Porto,user5934@example.com,"30-39"
C005935,40,Other,Porto,user5935@example.com,"40-49"
C005936,49,Male,Faro,user5936@example.com,"40-49"
C005937,31,Other,Porto,user5937@example.com,"30-39"
C005938,25,Other,Coimbra,user5938@example.com,"20-29"
C005939,62,Male,Porto,user5939@example.com,"60+"
C005940,62,Female,Coimbra,user5940@example.com,"60+"
C005941,40,Male,Faro,user5941@example.com,"40-49"
C005942,51,Male,Faro,user5942@example.com,"50-59"
C005943,21,Female,Faro,user5943@example.com,"20-29"
C005944,22,Male,Faro,user5944@example.com,"20-29"
C005945,24,Other,Porto,user5945@example.com,"20-29"
C005946,31,Other,Porto,user5946@example.com,"30-39"
C005947,47,Male,Porto,user5947@example.com,"40-49"
C005948,25,Female,Porto,user5948@example.com,"20-29"
C005949,22,Other,Porto,user5949@example.com,"20-29"
C005950,61,Male,Lisbon,user5950@example.com,"60+"
C005951,40,Male,Braga,user5951@example.com,"40-49"
C005952,31,Male,Braga,user5952@example.com,"30-39"
C005953,61,Female,Coimbra,user5953@example.com,"60+"
C005954,54,Female,Faro,user5954@example.com,"50-59"
C005955,53,Female,Porto,user5955@example.com,"50-59"
C005956,32,Other,Faro,user5956@example.com,"30-39"
C005957,34,Other,Lisbon,user5957@example.com,"30-39"
C005958,24,Male,Porto,user5958@example.com,"20-29"
C005959,66,Other,Braga,user5959@example.com,"60+"
C005960,30,Female,Porto,user5960@example.com,"30-39"
C005961,50,Female,Braga,user5961@example.com,"50-59"
C005962,23,Other,Lisbon,user5962@example.com,"20-29"
C005963,49,Male,Braga,user5963@example.com,"40-49"
C005964,50,Female,Braga,user5964@example.com,"50-59"
C005965,44,Other,Porto,user5965@example.com,"40-49"
C005966,37,Female,Coimbra,user5966@example.com,"30-39"
C005967,65,Male,Porto,user5967@example.com,"60+"
C005968,66,Male,Braga,user5968@example.com,"60+"
C005969,25,Male,Lisbon,user5969@example.com,"20-29"
C005970,33,Other,Braga,user5970@example.com,"30-39"
C005971,50,Male,Lisbon,user5971@example.com,"50-59"
C005972,66,Male,Braga,user5972@example.com,"60+"
C005973,39,Female,Braga,user5973@example.com,"30-39"
C005974,50,Male,Porto,user5974@example.com,"50-59"
C005975,65,Male,Porto,user5975@example.com,"60+"
C005976,35,Male,Braga,user5976@example.com,"30-39"
C005977,27,Other,Faro,user5977@example.com,"20-29"
C005978,16,Other,Lisbon,user5978@example.com,Under 20
C005979,35,Other,Faro,user5979@example.com,"30-39"
C005980,69,Female,Porto,user5980@example.com,"60+"
C005981,55,Male,Lisbon,user5981@example.com,"50-59"
C005982,61,Other,Coimbra,user5982@example.com,"60+"
C005983,44,Male,Porto,user5983@example.com,"40-49"
C005984,22,Other,Braga,user5984@example.com,"20-29"
C005985,40,Other,Coimbra,user5985@example.com,"40-49"
C005986,42,Male,Coimbra,user5986@example.com,"40-49"
C005987,64,Other,Faro,user5987@example.com,"60+"
C005988,42,Male,Braga,user5988@example.com,"40-49"
C005989,67,Other,Lisbon,user5989@example.com,"60+"
C005990,40,Female,Porto,user5990@example.com,"40-49"
C005991,16,Female,Faro,user5991@example.com,Under 20
C005992,64,Male,Coimbra,user5992@example.com,"60+"
C005993,17,Female,Porto,user5993@example.com,Under 20
C005994,69,Other,Lisbon,user5994@example.com,"60+"
C005995,21,Other,Coimbra,user5995@example.com,"20-29"
C005996,49,Other,Porto,user5996@example.com,"40-49"
C005997,53,Other,Coimbra,user5997@example.com,"50-59"
C005998,32,Other,Porto,user5998@example.com,"30-39"
C005999,31,Female,Porto,user5999@example.com,"30-39"
C006000,23,Female,Porto,user6000@example.com,"20-29"
C006001,60,Other,Faro,user6001@example.com,"60+"
C006002,63,Other,Porto,user6002@example.com,"60+"
C006003,38,Male,Lisbon,user6003@example.com,"30-39"
C006004,61,Other,Lisbon,user6004@example.com,"60+"
C006005,62,Other,Porto,user6005@example.com,"60+"
C006006,68,Other,Lisbon,user6006@example.com,"60+"
C006007,29,Male,Coimbra,user6007@example.com,"20-29"
C006008,55,Male,Faro,user6008@example.com,"50-59"
C006009,40,Female,Porto,user6009@example.com,"40-49"
C006010,29,Female,Lisbon,user6010@example.com,"20-29"
C006011,62,Other,Braga,user6011@example.com,"60+"
C006012,67,Unknown,Coimbra,user6012@example.com,"60+"
C006013,30,Other,Faro,user6013@example.com,"30-39"
C006014,54,Unknown,Coimbra,user6014@example.com,"50-59"
C006015,39,Male,Coimbra,user6015@example.com,"30-39"
C006016,16,Female,Lisbon,user6016@example.com,Under 20
C006017,26,Male,Porto,user6017@example.com,"20-29"
C006018,16,Female,Porto,Not Provided,Under 20
C006019,55,Female,Porto,user6019@example.com,"50-59"
C006020,64,Female,Faro,user6020@example.com,"60+"
C006021,47,Other,Braga,user6021@example.com,"40-49"
C006022,30,Other,Coimbra,user6022@example.com,"30-39"
C006023,56,Female,Lisbon,user6023@example.com,"50-59"
C006024,66,Female,Porto,user6024@example.com,"60+"
C006025,56,Other,Lisbon,user6025@example.com,"50-59"
C006026,24,Other,Lisbon,user6026@example.com,"20-29"
C006027,46,Female,Braga,user6027@example.com,"40-49"
C006028,32,Male,Porto,user6028@example.com,"30-39"
C006029,29,Other,Braga,user6029@example.com,"20-29"
C006030,52,Female,Faro,user6030@example.com,"50-59"
C006031,39,Male,Lisbon,user6031@example.com,"30-39"
C006032,58,Male,Porto,user6032@example.com,"50-59"
C006033,46,Other,Faro,user6033@example.com,"40-49"
C006034,25,Other,Braga,user6034@example.com,"20-29"
C006035,65,Female,Faro,user6035@example.com,"60+"
C006036,26,Female,Porto,user6036@example.com,"20-29"
C006037,25,Other,Lisbon,user6037@example.com,"20-29"
C006038,51,Other,Porto,user6038@example.com,"50-59"
C006039,68,Male,Lisbon,user6039@example.com,"60+"
C006040,44,Male,Faro,user6040@example.com,"40-49"
C006041,22,Female,Porto,user6041@example.com,"20-29"
C006042,47,Male,Porto,user6042@example.com,"40-49"
C006043,44,Female,Faro,user6043@example.com,"40-49"
C006044,22,Other,Lisbon,user6044@example.com,"20-29"
C006045,65,Other,Faro,user6045@example.com,"60+"
C006046,16,Female,Faro,user6046@example.com,Under 20
C006047,43,Male,Faro,user6047@example.com,"40-49"
C006048,59,Other,Lisbon,user6048@example.com,"50-59"
C006049,52,Male,Porto,user6049@example.com,"50-59"
C006050,57,Other,Coimbra,user6050@example.com,"50-59"
C006051,63,Male,Porto,user6051@example.com,"60+"
C006052,49,Other,Lisbon,user6052@example.com,"40-49"
C006053,68,Female,Faro,user6053@example.com,"60+"
C006054,23,Male,Porto,user6054@example.com,"20-29"
C006055,24,Male,Porto,user6055@example.com,"20-29"
C006056,17,Other,Coimbra,user6056@example.com,Under 20
C006057,20,Male,Braga,user6057@example.com,"20-29"
C006058,49,Female,Lisbon,user6058@example.com,"40-49"
C006059,17,Other,Coimbra,user6059@example.com,Under 20
C006060,68,Male,Braga,user6060@example.com,"60+"
C006061,55,Female,Faro,user6061@example.com,"50-59"
C006062,52,Other,Braga,user6062@example.com,"50-59"
C006063,62,Female,Coimbra,user6063@example.com,"60+"
C006064,17,Female,Coimbra,user6064@example.com,Under 20
C006065,53,Male,Porto,user6065@example.com,"50-59"
C006066,21,Female,Porto,user6066@example.com,"20-29"
C006067,49,Other,Porto,user6067@example.com,"40-49"
C006068,42,Female,Lisbon,user6068@example.com,"40-49"
C006069,52,Male,Braga,user6069@example.com,"50-59"
C006070,36,Other,Faro,user6070@example.com,"30-39"
C006071,31,Female,Coimbra,user6071@example.com,"30-39"
C006072,52,Female,Faro,Not Provided,"50-59"
C006073,23,Female,Coimbra,user6073@example.com,"20-29"
C006074,65,Female,Faro,user6074@example.com,"60+"
C006075,62,Other,Faro,user6075@example.com,"60+"
C006076,65,Female,Lisbon,user6076@example.com,"60+"
C006077,29,Other,Coimbra,user6077@example.com,"20-29"
C006078,31,Male,Braga,user6078@example.com,"30-39"
C006079,47,Other,Faro,user6079@example.com,"40-49"
C006080,66,Other,Braga,user6080@example.com,"60+"
C006081,68,Other,Coimbra,user6081@example.com,"60+"
C006082,29,Female,Braga,user6082@example.com,"20-29"
C006083,51,Female,Coimbra,user6083@example.com,"50-59"
C006084,69,Female,Braga,user6084@example.com,"60+"
C006085,50,Female,Braga,user6085@example.com,"50-59"
C006086,33,Male,Faro,user6086@example.com,"30-39"
C006087,18,Female,Porto,user6087@example.com,Under 20
C006088,16,Other,Braga,user6088@example.com,Under 20
C006089,68,Male,Porto,user6089@example.com,"60+"
C006090,23,Male,Faro,user6090@example.com,"20-29"
C006091,32,Female,Coimbra,user6091@example.com,"30-39"
C006092,24,Male,Coimbra,user6092@example.com,"20-29"
C006093,21,Other,Porto,user6093@example.com,"20-29"
C006094,31,Female,Coimbra,user6094@example.com,"30-39"
C006095,37,Other,Lisbon,user6095@example.com,"30-39"
C006096,51,Male,Braga,user6096@example.com,"50-59"
C006097,52,Male,Braga,user6097@example.com,"50-59"
C006098,33,Female,Braga,user6098@example.com,"30-39"
C006099,65,Other,Coimbra,user6099@example.com,"60+"
C006100,30,Other,Braga,user6100@example.com,"30-39"
C006101,54,Female,Faro,user6101@example.com,"50-59"
C006102,50,Other,Lisbon,user6102@example.com,"50-59"
C006103,24,Male,Coimbra,user6103@example.com,"20-29"
C006104,66,Male,Porto,user6104@example.com,"60+"
C006105,61,Female,Faro,user6105@example.com,"60+"
C006106,67,Other,Braga,user6106@example.com,"60+"
C006107,54,Other,Lisbon,user6107@example.com,"50-59"
C006108,64,Male,Faro,user6108@example.com,"60+"
C006109,68,Female,Porto,user6109@example.com,"60+"
C006110,26,Male,Coimbra,user6110@example.com,"20-29"
C006111,45,Female,Braga,user6111@example.com,"40-49"
C006112,61,Female,Braga,user6112@example.com,"60+"
C006113,52,Female,Braga,user6113@example.com,"50-59"
C006114,47,Female,Braga,user6114@example.com,"40-49"
C006115,51,Male,Lisbon,user6115@example.com,"50-59"
C006116,19,Male,Coimbra,user6116@example.com,Under 20
C006117,38,Female,Porto,user6117@example.com,"30-39"
C006118,42,Other,Faro,user6118@example.com,"40-49"
C006119,56,Other,Porto,user6119@example.com,"50-59"
C006120,45,Other,Porto,user6120@example.com,"40-49"
C006121,42,Other,Coimbra,user6121@example.com,"40-49"
C006122,61,Other,Porto,user6122@example.com,"60+"
C006123,60,Other,Braga,user6123@example.com,"60+"
C006124,31,Male,Lisbon,user6124@example.com,"30-39"
C006125,68,Other,Coimbra,user6125@example.com,"60+"
C006126,46,Other,Porto,user6126@example.com,"40-49"
C006127,36,Other,Porto,user6127@example.com,"30-39"
C006128,39,Female,Faro,user6128@example.com,"30-39"
C006129,69,Male,Coimbra,user6129@example.com,"60+"
C006130,24,Female,Lisbon,user6130@example.com,"20-29"
C006131,22,Male,Porto,user6131@example.com,"20-29"
C006132,33,Male,Coimbra,user6132@example.com,"30-39"
C006133,41,Other,Lisbon,user6133@example.com,"40-49"
C006134,61,Other,Porto,user6134@example.com,"60+"
C006135,49,Male,Porto,user6135@example.com,"40-49"
C006136,65,Other,Lisbon,user6136@example.com,"60+"
C006137,46,Other,Coimbra,user6137@example.com,"40-49"
C006138,66,Male,Coimbra,user6138@example.com,"60+"
C006139,48,Other,Porto,user6139@example.com,"40-49"
C006140,60,Female,Braga,user6140@example.com,"60+"
C006141,42,Male,Lisbon,user6141@example.com,"40-49"
C006142,30,Other,Lisbon,user6142@example.com,"30-39"
C006143,17,Male,Porto,user6143@example.com,Under 20
C006144,23,Female,Lisbon,user6144@example.com,"20-29"
C006145,22,Other,Braga,user6145@example.com,"20-29"
C006146,26,Male,Faro,user6146@example.com,"20-29"
C006147,16,Other,Porto,user6147@example.com,Under 20
C006148,59,Male,Lisbon,user6148@example.com,"50-59"
C006149,24,Female,Braga,user6149@example.com,"20-29"
C006150,35,Other,Coimbra,user6150@example.com,"30-39"
C006151,67,Other,Braga,user6151@example.com,"60+"
C006152,29,Female,Braga,user6152@example.com,"20-29"
C006153,23,Male,Braga,user6153@example.com,"20-29"
C006154,67,Male,Braga,user6154@example.com,"60+"
C006155,27,Other,Braga,user6155@example.com,"20-29"
C006156,41,Male,Lisbon,user6156@example.com,"40-49"
C006157,51,Other,Faro,user6157@example.com,"50-59"
C006158,63,Other,Lisbon,user6158@example.com,"60+"
C006159,39,Other,Lisbon,user6159@example.com,"30-39"
C006160,22,Other,Coimbra,user6160@example.com,"20-29"
C006161,22,Female,Faro,user6161@example.com,"20-29"
C006162,61,Male,Porto,user6162@example.com,"60+"
C006163,59,Female,Porto,user6163@example.com,"50-59"
C006164,36,Male,Faro,user6164@example.com,"30-39"
C006165,25,Male,Braga,user6165@example.com,"20-29"
C006166,61,Male,Porto,user6166@example.com,"60+"
C006167,23,Male,Faro,user6167@example.com,"20-29"
C006168,59,Other,Faro,user6168@example.com,"50-59"
C006169,43,Other,Lisbon,user6169@example.com,"40-49"
C006170,36,Female,Porto,user6170@example.com,"30-39"
C006171,50,Female,Porto,user6171@example.com,"50-59"
C006172,62,Other,Faro,user6172@example.com,"60+"
C006173,61,Female,Braga,user6173@example.com,"60+"
C006174,46,Other,Faro,user6174@example.com,"40-49"
C006175,31,Other,Faro,user6175@example.com,"30-39"
C006176,25,Female,Coimbra,user6176@example.com,"20-29"
C006177,18,Male,Coimbra,user6177@example.com,Under 20
C006178,16,Other,Braga,user6178@example.com,Under 20
C006179,21,Female,Faro,user6179@example.com,"20-29"
C006180,38,Male,Faro,user6180@example.com,"30-39"
C006181,55,Other,Porto,user6181@example.com,"50-59"
C006182,21,Female,Coimbra,user6182@example.com,"20-29"
C006183,45,Other,Braga,Not Provided,"40-49"
C006184,61,Male,Coimbra,user6184@example.com,"60+"
C006185,49,Male,Porto,user6185@example.com,"40-49"
C006186,38,Female,Faro,user6186@example.com,"30-39"
C006187,48,Other,Porto,user6187@example.com,"40-49"
C006188,42,Male,Braga,user6188@example.com,"40-49"
C006189,22,Other,Porto,user6189@example.com,"20-29"
C006190,19,Other,Porto,user6190@example.com,Under 20
C006191,16,Other,Porto,user6191@example.com,Under 20
C006192,24,Other,Faro,user6192@example.com,"20-29"
C006193,32,Other,Faro,user6193@example.com,"30-39"
C006194,33,Other,Lisbon,user6194@example.com,"30-39"
C006195,40,Other,Braga,user6195@example.com,"40-49"
C006196,26,Female,Braga,user6196@example.com,"20-29"
C006197,42,Male,Faro,user6197@example.com,"40-49"
C006198,53,Female,Lisbon,user6198@example.com,"50-59"
C006199,17,Other,Faro,user6199@example.com,Under 20
C006200,30,Male,Porto,user6200@example.com,"30-39"
C006201,60,Male,Lisbon,user6201@example.com,"60+"
C006202,49,Female,Coimbra,user6202@example.com,"40-49"
C006203,25,Male,Coimbra,user6203@example.com,"20-29"
C006204,43,Male,Porto,user6204@example.com,"40-49"
C006205,25,Female,Coimbra,user6205@example.com,"20-29"
C006206,47,Other,Coimbra,user6206@example.com,"40-49"
C006207,26,Female,Lisbon,user6207@example.com,"20-29"
C006208,69,Unknown,Faro,user6208@example.com,"60+"
C006209,30,Female,Lisbon,user6209@example.com,"30-39"
C006210,58,Male,Lisbon,user6210@example.com,"50-59"
C006211,53,Male,Faro,user6211@example.com,"50-59"
C006212,48,Other,Porto,user6212@example.com,"40-49"
C006213,25,Male,Braga,user6213@example.com,"20-29"
C006214,50,Female,Faro,user6214@example.com,"50-59"
C006215,48,Male,Coimbra,user6215@example.com,"40-49"
C006216,48,Other,Porto,user6216@example.com,"40-49"
C006217,51,Female,Braga,user6217@example.com,"50-59"
C006218,51,Other,Porto,user6218@example.com,"50-59"
C006219,65,Female,Faro,user6219@example.com,"60+"
C006220,47,Other,Porto,user6220@example.com,"40-49"
C006221,61,Other,Faro,user6221@example.com,"60+"
C006222,47,Male,Porto,user6222@example.com,"40-49"
C006223,58,Male,Braga,user6223@example.com,"50-59"
C006224,46,Female,Braga,user6224@example.com,"40-49"
C006225,35,Male,Braga,user6225@example.com,"30-39"
C006226,52,Male,Faro,user6226@example.com,"50-59"
C006227,33,Other,Lisbon,user6227@example.com,"30-39"
C006228,44,Other,Coimbra,user6228@example.com,"40-49"
C006229,49,Male,Coimbra,user6229@example.com,"40-49"
C006230,57,Other,Faro,user6230@example.com,"50-59"
C006231,32,Female,Braga,user6231@example.com,"30-39"
C006232,40,Male,Coimbra,user6232@example.com,"40-49"
C006233,53,Male,Coimbra,user6233@example.com,"50-59"
C006234,69,Male,Braga,user6234@example.com,"60+"
C006235,51,Male,Coimbra,user6235@example.com,"50-59"
C006236,30,Female,Coimbra,user6236@example.com,"30-39"
C006237,45,Male,Lisbon,user6237@example.com,"40-49"
C006238,17,Other,Lisbon,user6238@example.com,Under 20
C006239,25,Female,Lisbon,user6239@example.com,"20-29"
C006240,22,Male,Lisbon,user6240@example.com,"20-29"
C006241,17,Female,Lisbon,user6241@example.com,Under 20
C006242,66,Other,Porto,user6242@example.com,"60+"
C006243,26,Other,Porto,user6243@example.com,"20-29"
C006244,44,Other,Faro,user6244@example.com,"40-49"
C006245,29,Male,Porto,user6245@example.com,"20-29"
C006246,40,Female,Braga,user6246@example.com,"40-49"
C006247,57,Female,Faro,user6247@example.com,"50-59"
C006248,46,Female,Porto,user6248@example.com,"40-49"
C006249,17,Other,Coimbra,user6249@example.com,Under 20
C006250,48,Other,Faro,user6250@example.com,"40-49"
C006251,69,Other,Porto,user6251@example.com,"60+"
